Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²),Data Set 3:Time(s),Data Set 3:Position(m),Data Set 3:Velocity(m/s),Data Set 3:Acceleration(m/s²),Data Set 4:Time(s),Data Set 4:Position(m),Data Set 4:Velocity(m/s),Data Set 4:Acceleration(m/s²),Data Set 5:Time(s),Data Set 5:Position(m),Data Set 5:Velocity(m/s),Data Set 5:Acceleration(m/s²),Data Set 6:Time(s),Data Set 6:Position(m),Data Set 6:Velocity(m/s),Data Set 6:Acceleration(m/s²),Data Set 7:Time(s),Data Set 7:Position(m),Data Set 7:Velocity(m/s),Data Set 7:Acceleration(m/s²),Data Set 8:Time(s),Data Set 8:Position(m),Data Set 8:Velocity(m/s),Data Set 8:Acceleration(m/s²),Data Set 9:Time(s),Data Set 9:Position(m),Data Set 9:Velocity(m/s),Data Set 9:Acceleration(m/s²)
0.5,0.65820002555847168,0.47833333412806195,8.4004000197222197,0.5,0.73000001907348633,0.45205550061331851,-1.8506503399507495,0.5,0.73379999399185181,0.35077770551045728,-2.142900559637281,0.5,0.78270000219345093,-0.45872231324513751,-4.1199392374650943,0.5,0.81859999895095825,-0.48594441678788924,-5.4885805940922401,0.33000000000000002,0.7685999870300293,-0.81094261572417181,-4.0489740993313035,0.33000000000000002,0.7750999927520752,-0.44032013175463436,0.35618799236493842,0.33000000000000002,0.62379997968673706,-1.0303872502612748,3.0245648361671136,0.33000000000000002,0.81000000238418579,-0.2780303810582016,-5.3410125016060652
0.55000000000000004,0.6851000189781189,0.49861106607649069,1.5098132836965874,0.55000000000000004,0.75069999694824219,0.33527765009138322,-2.6737968494862687,0.55000000000000004,0.75139999389648438,0.21427783701154923,-2.9741964590402303,0.55000000000000004,0.75269997119903564,-0.6377222802903918,-2.9610486678135266,0.55000000000000004,0.78380000591278076,-0.73583334684371959,-4.0509267169752263,0.36299999999999999,0.74140000343322754,-0.93383831207198309,-3.4024310035102499,0.36299999999999999,0.758899986743927,-0.37247459294418689,1.1443734594034649,0.36299999999999999,0.5910000205039978,-0.90277787009473587,4.1905455198781949,0.36299999999999999,0.79930001497268677,-0.47003395027584499,-5.1856966691910769
0.59999999999999998,0.7103000283241272,0.46188867754406404,-0.92830337859966161,0.59999999999999998,0.76510000228881836,0.17944431967205476,-3.310492561187274,0.59999999999999998,0.75720000267028809,0.034222371048397496,-3.3662041028340668,0.59999999999999998,0.71689999103546143,-0.75983325640360533,-1.5838571904618073,0.59999999999999998,0.74140000343322754,-0.89738902118470953,-2.3467898920730321,0.39600000000000002,0.70719999074935913,-1.0505892110593391,-2.2344675441841817,0.39600000000000002,0.75550001859664917,-0.40420854733849215,2.4573711965588134,0.39600000000000002,0.56339997053146362,-0.74301354010097109,5.015363958417125,0.39600000000000002,0.77859997749328613,-0.6460440580290977,-4.3330994382824812
0.65000000000000002,0.73339998722076416,0.37238869402143698,-2.1144745526490394,0.65000000000000002,0.77029997110366821,-0.010944339964124894,-3.5745975044038567,0.65000000000000002,0.75480002164840698,-0.14738887548446658,-3.1866376046781184,0.65000000000000002,0.6744999885559082,-0.81422216362423383,0.17722249031066969,0.65000000000000002,0.69169998168945312,-0.98333338896433542,-0.33759035078095656,0.42899999999999999,0.67030000686645508,-1.105218975230901,-0.28554422566520204,0.42899999999999999,0.72140002250671387,-0.19225618654629997,3.0572959853434387,0.42899999999999999,0.54170000553131104,-0.56750821545469232,5.6906056713728992,0.42899999999999999,0.75449997186660767,-0.76077411873172018,-3.290052954327765
0.69999999999999996,0.74930000305175781,0.23949993981255427,-2.7564494882100905,0.69999999999999996,0.76380002498626709,-0.19916653633117676,-3.3446922714327587,0.69999999999999996,0.74140000343322754,-0.30450012948777944,-2.5293532528994986,0.69999999999999996,0.63069999217987061,-0.75605544779035794,2.1654316120677546,0.69999999999999996,0.63819998502731323,-0.94905532068676424,1.9586436726428882,0.46200000000000002,0.63239997625350952,-1.0866162552175298,2.2226349150279447,0.46200000000000002,0.74479997158050537,-0.036532128298724119,-0.21121503618666279,0.46200000000000002,0.52549999952316284,-0.37205379820030543,6.4539891912306606,0.46200000000000002,0.72790002822875977,-0.85185177197761408,-2.4456873104155479
0.75,0.75819998979568481,0.084055496586693604,-3.0801534100815093,0.75,0.74930000305175781,-0.36150015062755991,-2.7012658339959592,0.75,0.72200000286102295,-0.40850016805860712,-1.637932106300636,0.75,0.59380000829696655,-0.58255556556913568,3.8045053680737806,0.75,0.59030002355575562,-0.77277756399578479,3.9182400445879231,0.495,0.59549999237060547,-0.96018502005824324,4.7274087191609206,0.495,0.73820000886917114,-0.34124567251815535,0.04570143854932144,0.495,0.51620000600814819,-0.14360264094188957,7.2056842215980774,0.495,0.69819998741149902,-0.92685222625732411,-1.416240338477283
0.80000000000000004,0.75819998979568481,-0.082555512587229415,-3.0537958498354314,0.80000000000000004,0.72619998455047607,-0.48438890112770933,-1.6958007474004502,0.80000000000000004,0.69889998435974121,-0.46833346287409466,-0.69777638088038108,0.80000000000000004,0.56959998607635498,-0.339222252368927,4.6679320526711718,0.80000000000000004,0.55790001153945923,-0.51777770121892297,5.0785786391776258,0.52800000000000002,0.56650000810623169,-0.74688563443193512,6.3228367077286478,0.52800000000000002,0.70509999990463257,-0.21102703380263599,4.6318949686552324,0.52800000000000002,0.51510000228881836,0.11388892276519876,7.5597443273336706,0.52800000000000002,0.66579997539520264,-0.9638890373185024,0.15418357796360418
0.84999999999999998,0.74930000305175781,-0.23466666539510095,-2.6925618817776815,0.84999999999999998,0.69789999723434448,-0.53866648011737406,0.10648268608399307,0.84999999999999998,0.67339998483657837,-0.48088888327280693,0.30024883187847323,0.84999999999999998,0.56000000238418579,-0.086777773168351932,4.855987981513695,0.84999999999999998,0.53860002756118774,-0.24411112070083626,5.7020358097406083,0.56100000000000005,0.54579997062683105,-0.50976435945491605,6.795791386111941,0.56100000000000005,0.71549999713897705,0.13796277720518799,4.7863592663256087,0.56100000000000005,0.52340000867843628,0.37870372987355466,7.1409954122524084,0.56100000000000005,0.63239997625350952,-0.92727256945086678,2.0658362980628597
0.90000000000000002,0.73379999399185181,-0.36272231075498801,-2.0474681147822622,0.90000000000000002,0.67000001668930054,-0.53266647789213406,4.9268511894308498,0.90000000000000002,0.64859998226165771,-0.43905539645089053,1.3014513401337624,0.90000000000000002,0.56169998645782471,0.15444447596867883,4.7273150196781861,0.90000000000000002,0.53240001201629639,0.056277679072486042,6.0404013336440672,0.59399999999999997,0.53310000896453857,-0.27836708709447083,6.5253403107765839,0.59399999999999997,0.72509998083114624,0.22988201993884474,2.4472434951236575,0.59399999999999997,0.54129999876022339,0.60521899048326822,6.0388538613742293,0.59399999999999997,0.60269999504089355,-0.82070683991467552,3.806584563234392
0.94999999999999996,0.71139997243881226,-0.44927762614356143,-1.1569740227711034,0.94999999999999996,0.64240002632141113,-0.46838889519373578,21.804783520875162,0.94999999999999996,0.62760001420974731,-0.3482221232520209,2.2188572052084381,0.94999999999999996,0.57510000467300415,0.39455562829971313,4.2854623662100879,0.94999999999999996,0.54240000247955322,0.38411117262310451,5.7448151118961368,0.627,0.52819997072219849,-0.072222416248385754,5.99995815473783,0.627,0.73409998416900635,0.19831654399332369,4.7395971152510787,0.627,0.56480002403259277,0.78089234202799152,4.7276903257510661,0.627,0.57719999551773071,-0.66725573555789008,5.1983749205360503
1,0.68690001964569092,-0.48561089568667914,-0.102038276784214,1,0.62070000171661377,0.74766672319836125,51.763180394967407,1,0.61169999837875366,-0.20838896433512358,2.8991976086004274,1,0.60170000791549683,0.61038878228929272,3.2324690693690439,1,0.57200002670288086,0.67744450436698023,4.4450602413695517,0.66000000000000003,0.52929997444152832,0.10622917401670208,5.7932766974712253,0.66000000000000003,0.74099999666213989,0.062794546888332192,25.732494914931323,0.66000000000000003,0.59380000829696655,0.91599319318328287,3.4090183087158814,0.66000000000000003,0.55720001459121704,-0.46506749861168156,6.0666264033276782
1.05,0.66030001640319824,-0.46072231398688412,0.97783776345076057,1.05,0.60650002956390381,4.1781668530570144,74.084631436400997,1.05,0.6054999828338623,-0.039722091621822768,3.1422537050129442,1.05,0.63959997892379761,0.74577775266435387,1.587131435488482,1.05,0.61510002613067627,0.86027757989035691,2.4453690022598136,0.69299999999999995,0.53479999303817749,0.29469735493965027,6.0136278572391078,0.69299999999999995,0.73619997501373291,1.2014309565226233,55.833239708490702,0.69299999999999995,0.62650001049041748,1.004545425726509,2.1217351217416538,0.69299999999999995,0.54579997062683105,-0.24124588629212051,6.1028368382452385
1.1000000000000001,0.63859999179840088,-0.38094454341464595,1.9064816795749424,1.1000000000000001,0.60100001096725464,13.090722627109967,4.9940731422401958,1.1000000000000001,0.60790002346038818,0.12611124250623926,2.9154927090362293,1.1000000000000001,0.6809999942779541,0.77344467242558856,-0.20064722608636595,1.1000000000000001,0.66339999437332153,0.91922197077009482,0.4196928239163093,0.72599999999999998,0.54790002107620239,0.50631316021235284,6.1085687233123771,0.72599999999999998,0.73549997806549072,3.7329970586179475,67.8308108449082,0.72599999999999998,0.66100001335144043,1.0558921178984717,0.81525014935527873,0.72599999999999998,0.54240000247955322,-0.047053752924858104,5.6331419630823341
1.1499999999999999,0.62070000171661377,-0.2606666750378081,2.6006801812737104,1.1499999999999999,2.5738000869750977,9.9458891815609523,-143.55111771527649,1.1499999999999999,0.61930000782012939,0.26566661066479175,2.3477144999268611,1.1499999999999999,0.72030001878738403,0.71366684304343375,-1.7701252191155099,1.1499999999999999,0.71069997549057007,0.88266677326626297,-1.2657698841742591,0.75900000000000001,0.56819999217987061,0.71632967452810237,5.5717790086527605,0.75900000000000001,0.74000000953674316,11.170791907342585,-55.283689304564092,0.75900000000000001,0.69720000028610229,1.0637203450957529,-0.64229441762941708,0.75900000000000001,0.54339998960494995,0.12483169334103357,5.2630663060667873
1.2,0.61129999160766602,-0.11044436030917693,3.014970009709582,1.2,2.5738000869750977,-9.5106672578387705,-143.68732089613684,1.2,0.63620001077651978,0.36483320924970819,1.6375922494464417,1.2,0.75480002164840698,0.58644440439012291,-3.0765460229214363,1.2,0.75340002775192261,0.78627788358264461,-2.7828406036636015,0.79200000000000004,0.59579998254776001,0.89941065921526597,4.1736831638983345,0.79200000000000004,2.1842000484466553,0.61052209801144108,-177.74363429597261,0.79200000000000004,0.73269999027252197,1.0182659834723684,-2.2229853606615673,0.79200000000000004,0.55070000886917114,0.29107732604248365,5.1416215636021549
1.25,0.60890001058578491,0.056389040417141351,3.0532091488072886,1.25,0.64069998264312744,-12.613556252585505,3.7101247244410174,1.25,0.65689998865127563,0.43149991167916163,0.84663671843799515,1.25,0.7817000150680542,0.39422194163004526,-4.0619142261552197,1.25,0.79240000247955322,0.61155537764231327,-4.3287664835835651,0.82499999999999996,0.62959998846054077,1.0105218951549599,2.1454033785646129,0.82499999999999996,0.80510002374649048,-10.58611138300463,-30.630665934283542,0.82499999999999996,0.76620000600814819,0.91001687427161138,-3.6303686481952631,0.82499999999999996,0.56239998340606689,0.46178422592304386,5.07601457656056
1.3,0.61760002374649048,0.20977771944469867,2.7228074309266646,1.3,0.6654999852180481,-3.8566668828328456,71.460560258523785,1.3,0.6809999942779541,0.45533342493904944,-0.070617081206518648,1.3,0.79579997062683105,0.16183323330349383,-4.6042884389559395,1.3,0.81889998912811279,0.34172210428449828,-5.5487643237467124,0.85799999999999998,0.66479998826980591,1.0401515246240376,0.10323499946436498,0.85799999999999998,0.76690000295639038,-2.1493266828935149,138.01447351084343,0.85799999999999998,0.79309999942779541,0.77516828923915737,-3.6603395628906727,0.85799999999999998,0.58099997043609619,0.63518522564409519,4.6821379258425067
1.3500000000000001,0.63069999217987061,0.3405554758177865,2.0906174440442813,1.3500000000000001,0.69169998168945312,-0.58183332284291533,48.632349202662347,1.3500000000000001,0.70450001955032349,0.42777770095401363,-1.0515436714078155,1.3500000000000001,0.79820001125335693,-0.082166658507453125,-4.7240105860027297,1.3500000000000001,0.82859998941421509,0.023666653368208158,-6.0391025594723118,0.89100000000000001,0.69999998807907104,1.0037878747740974,-1.5352041724938772,0.89100000000000001,0.78140002489089966,3.5010942505666294,169.09604966569523,0.89100000000000001,0.81889998912811279,0.58914154065578439,1.2669494849710194,0.89100000000000001,0.60479998588562012,0.78771080232228463,3.7063256065406258
1.3999999999999999,0.6534000039100647,0.42916675408681265,1.2079935014983743,1.3999999999999999,0.71759998798370361,0.46611126926210228,18.499569024568718,1.3999999999999999,0.72579997777938843,0.34922212362289456,-1.9831161808084585,1.3999999999999999,0.78789997100830078,-0.32899989022149001,-4.3699064188533363,1.3999999999999999,0.82099997997283936,-0.29455532630284648,-5.7665416671906016,0.92400000000000004,0.73199999332427979,0.92600998453018279,-2.7478769857248264,0.92400000000000004,0.79070001840591431,15.191497927161592,18.629543210012795,0.92400000000000004,0.83340001106262207,0.3546298252613056,26.419352815265515,0.92400000000000004,0.63410001993179321,0.89764314067082829,2.1434134234174946
1.45,0.67580002546310425,0.46405543883641548,0.24030800954794795,1.45,0.74140000343322754,0.35905569791793807,1.7866960646193686,1.45,0.74169999361038208,0.21888901789983106,-2.6595668292339942,1.45,0.76380002498626709,-0.54022206200493683,-3.4953711945333539,1.45,0.79720002412796021,-0.57161086135440387,-4.9370383590827691,0.95699999999999996,0.76169997453689575,0.81978106137478057,-3.7985744014557894,0.95699999999999996,2.5803999900817871,4.6042082486329292,-145.43831943053399,0.95699999999999996,0.84170001745223999,1.5940234215572622,60.554543291378188,0.95699999999999996,0.66619998216629028,0.93417491776373296,0.38161899325899085
1.5,0.70139998197555542,0.45516653193367818,-0.7603380967069554,1.5,0.75550001859664917,0.20472208658854152,-2.4620073812979224,1.5,0.74860000610351562,0.06488899389902747,-2.9232412208745497,1.5,0.73170000314712524,-0.69594452778498284,-2.165710686901468,1.5,0.76270002126693726,-0.80811113119125311,-3.5450948425281168,0.98999999999999999,0.78719997406005859,0.6750844644777706,-4.7697068905446409,0.98999999999999999,0.80339998006820679,-0.141751284551139,-142.91561123957456,0.98999999999999999,0.84340000152587891,4.2562285055616487,78.081245410686819,0.98999999999999999,0.69720000028610229,0.91489883585008347,-1.1811444890837215
1.55,0.72409999370574951,0.38311123847961409,-1.6487947584670228,1.55,0.76239997148513794,0.033499896526336663,-3.2496283635681045,1.55,0.74790000915527344,-0.086777773168351877,-2.8472539451387191,1.55,0.69139999151229858,-0.77577769756317105,-0.40333397962429435,1.55,0.71340000629425049,-0.96122228436999813,-1.3950014187965927,1.0229999999999999,0.80720001459121704,0.4973065371465199,-5.4847030244135659,1.0229999999999999,2.5520999431610107,-4.4049662271332659,-113.49032447405092,1.0229999999999999,0.83139997720718384,12.809090441726262,-45.741286008523311,1.0229999999999999,0.72759997844696045,0.85084150335202668,-2.5416883822235352
1.6000000000000001,0.74070000648498535,0.28066684802373271,-2.3214515712526107,1.6000000000000001,0.75859999656677246,-0.13411098056369367,-3.0730849798814774,1.6000000000000001,0.73960000276565552,-0.22922227780024229,-2.5025617193292722,1.6000000000000001,0.64960002899169922,-0.74650006161795768,1.5411094934852005,1.6000000000000001,0.66030001640319824,-0.9682778848542114,1.1591039138075703,1.056,0.82029998302459717,0.30521882904900421,-5.9333525370077851,1.056,0.81029999256134033,-13.212625827853516,59.796548981741573,1.056,2.5592999458312988,0.93973089348186145,-160.03850602153821,1.056,0.75449997186660767,0.74385522993325326,-3.7158152164984917
1.6499999999999999,0.75340002775192261,0.14594442314571815,-2.8244161311491065,1.6499999999999999,0.74819999933242798,-0.28277764717737858,-2.6318210326595071,1.6499999999999999,0.72409999370574951,-0.34772217273712186,-1.8859255828975148,1.6499999999999999,0.6119999885559082,-0.60794466071658704,3.165586145571726,1.6499999999999999,0.61030000448226929,-0.82983358038796373,3.3755871064869041,1.089,0.82760000228881836,0.10202027330494884,-6.2174069675209198,1.089,0.80889999866485596,0.012289644893171012,189.94428864329086,1.089,0.79030001163482666,-9.341245297631021,3.9336311567691999,1.089,0.77789998054504395,0.59587561120890564,-4.5548753973202656
1.7,0.7565000057220459,-0.013833608892228863,-3.0170993856441819,1.7,0.72960001230239868,-0.40822214550442149,-1.9150009677733861,1.7,0.70340001583099365,-0.4289999604225157,-1.0132719153239365,1.7,0.58579999208450317,-0.39683345291349603,4.0863903032408837,1.7,0.57309997081756592,-0.58938894006941034,4.7208357372401695,1.1220000000000001,0.82719999551773071,-0.10774412540474321,-6.3614531727972574,1.1220000000000001,0.81000000238418579,11.778619152929638,0.35446330403745119,1.1220000000000001,0.76169997453689575,8.6682667134185269,-3.2228905849964633,1.1220000000000001,0.79409998655319214,0.43240771550522089,-5.0361943573469388
1.75,0.75199997425079346,-0.17305562893549589,-2.8099985770237281,1.75,0.70550000667572021,-0.48716667625639137,-0.91401345935868583,1.75,0.67890000343322754,-0.45555561780929538,0.0086113258644386816,1.75,0.57239997386932373,-0.17405552996529461,4.4168841139769821,1.75,0.55099999904632568,-0.3238887257046168,5.2917913706214312,1.155,0.82069998979568481,-0.32297960836879364,-6.2887574535787216,1.155,2.5527999401092529,0.12609427826171785,-193.13851192658305,1.155,2.5731000900268555,-2.4148147013853709,-172.62886903932508,1.155,0.80650001764297485,0.26195283088619886,-5.3942947236793399
1.8,0.73820000886917114,-0.30977778964572467,-2.240338222480116,1.8,0.67820000648498535,-0.50355556938383295,0.20083201888166391,1.8,0.65549999475479126,-0.42544437779320593,0.9930252844904639,1.8,0.56859999895095825,0.049944553110334598,4.4987960730069947,1.8,0.54100000858306885,-0.054055518574184815,5.5613892497839741,1.1879999999999999,0.80580002069473267,-0.53366998630742024,-5.8199163937176985,1.1879999999999999,0.81859999895095825,-13.002322719554696,-82.901932127588523,1.1879999999999999,0.69929999113082886,-14.9557246302916,-45.846092480876017,1.1879999999999999,0.81199997663497925,0.073400511083378125,-5.6005480696675543
1.8500000000000001,0.71929997205734253,-0.40533327394061641,-1.4379005005330256,1.8500000000000001,0.65310001373291016,-0.4656668172942271,1.9072828469453011,1.8500000000000001,0.6348000168800354,-0.35149991512298612,1.8596909112400466,1.8500000000000001,0.57649999856948853,0.2853888273239138,4.2682399720321529,1.8500000000000001,0.54409998655319214,0.24011125167210914,5.5124075876341978,1.2210000000000001,0.78479999303817749,-0.71843445100366854,-4.933881294274733,1.2210000000000001,0.82510000467300415,-5.6390148471501567,50.510250374960613,1.2210000000000001,0.66409999132156372,-5.6712123681399191,90.062454646747298,1.2210000000000001,0.81139999628067017,-0.11548821372215194,-5.5705024878378628
1.8999999999999999,0.69620001316070557,-0.45999987257851532,-0.4704638763710301,1.8999999999999999,0.62959998846054077,-0.37266688214408061,5.9613588231581289,1.8999999999999999,0.61860001087188721,-0.23438890775044782,2.5549064999745252,1.8999999999999999,0.59759998321533203,0.50288882520463785,3.4553398872599215,1.8999999999999999,0.56480002403259277,0.5291112926271232,4.7412327042332434,1.254,0.75760000944137573,-0.87112810475256397,-3.6425573399132136,1.254,0.83410000801086426,-2.6787876681446634,92.268969392042422,1.254,0.63069999217987061,-2.5375422203179574,73.892194204842738,1.254,0.80409997701644897,-0.29941058720803854,-5.3551764093139909
1.95,0.67100000381469727,-0.45766678121354842,0.59558539478867312,1.95,0.61339998245239258,-0.22144453393088445,19.332873361346163,1.95,0.6096000075340271,-0.080611142847273082,2.8930547428719806,1.95,0.62959998846054077,0.65572222073872888,2.0877171997670749,1.95,0.60000002384185791,0.74916657474305881,3.1947812364425165,1.2869999999999999,0.72549998760223389,-0.96279488067434282,-2.1636792999582082,,,,,1.2869999999999999,0.59689998626708984,-0.88139736291133985,39.301477829180122,1.2869999999999999,0.79100000858306885,-0.46515118594121446,-5.1018766027784039
2,0.64789998531341553,-0.39622230662239938,1.5635809964603871,2,0.60509997606277466,1.0497223668628275,35.673768983946907,2,0.61070001125335693,0.07411102453867599,2.807591984301439,2,0.66689997911453247,0.72016679578357312,0.48040179190811888,2,0.64410001039505005,0.86527751551734111,1.231882160092574,1.3200000000000001,0.6930999755859375,-1.0126262200801859,-0.6452654769600713,,,,,1.3200000000000001,0.57029998302459717,-0.70143087143047078,13.223001513707485,1.3200000000000001,0.77450001239776611,-0.64873730494117088,-4.3990051783262798
