Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²),Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²),Data Set 3:Time(s),Data Set 3:Position(m),Data Set 3:Velocity(m/s),Data Set 3:Acceleration(m/s²),Data Set 4:Time(s),Data Set 4:Position(m),Data Set 4:Velocity(m/s),Data Set 4:Acceleration(m/s²),Data Set 5:Time(s),Data Set 5:Position(m),Data Set 5:Velocity(m/s),Data Set 5:Acceleration(m/s²),Data Set 6:Time(s),Data Set 6:Position(m),Data Set 6:Velocity(m/s),Data Set 6:Acceleration(m/s²),Data Set 7:Time(s),Data Set 7:Position(m),Data Set 7:Velocity(m/s),Data Set 7:Acceleration(m/s²),Data Set 8:Time(s),Data Set 8:Position(m),Data Set 8:Velocity(m/s),Data Set 8:Acceleration(m/s²),Data Set 9:Time(s),Data Set 9:Position(m),Data Set 9:Velocity(m/s),Data Set 9:Acceleration(m/s²),Data Set 10:Time(s),Data Set 10:Position(m),Data Set 10:Velocity(m/s),Data Set 10:Acceleration(m/s²)
0.5,0.50929999351501465,1.0086667040983837,1.5663890926926249,0.5,0.32580000162124634,-0.09055558178159924,5.6626853107670208,0.5,0.52240002155303955,1.2501112454467347,1.2168810691362564,0.5,0.37689998745918274,-0.66055554482671941,5.4165746234817265,0.5,0.37860000133514404,-0.89488893747329712,6.1001544013435449,0.5,0.74029999971389771,-0.9978889094458685,-4.8652172640517923,0.5,0.72960001230239868,-4.0347222155994844,51.177222143720677,0.5,0.70889997482299805,-1.2645001875029667,-3.3614178038673654,0.5,0.55409997701644897,1.1976668569776745,2.4765135973324028,0.5,0.54409998655319214,-1.2469444175561268,2.9855564972500717
0.55000000000000004,0.56760001182556152,1.0561111403836148,-0.19018545194908301,0.55000000000000004,0.32269999384880066,0.2026667031976912,6.4283025761445387,0.55000000000000004,0.5910000205039978,1.257666564650006,-0.98960101604461326,0.55000000000000004,0.35100001096725464,-0.36855548620224005,5.7545368686134433,0.55000000000000004,0.34000000357627869,-0.55205553770065319,7.2448764778213741,0.55000000000000004,0.68239998817443848,-1.2108334567811756,-3.0633333012645658,0.55000000000000004,0.66649997234344482,-1.9037222199969825,32.867654486570835,0.55000000000000004,0.64069998264312744,-1.3343889017899835,-0.5980529994876328,0.55000000000000004,0.61650002002716064,1.2889446814854941,0.48419620703768212,0.55000000000000004,0.48440000414848328,-1.0428332454628417,4.7173453977814424
0.59999999999999998,0.62029999494552612,0.98350001706017409,-1.8444760989995661,0.59999999999999998,0.34130001068115234,0.57883335484398757,6.6037341308446598,0.59999999999999998,0.6534000039100647,1.1398331158690986,-2.9938585596320078,0.59999999999999998,0.34000000357627869,-0.073777784903844221,5.7358942374035173,0.59999999999999998,0.32100000977516174,-0.1530000401867761,7.8818204870194597,0.59999999999999998,0.61479997634887695,-1.3158889280425181,-0.97364035469514432,0.59999999999999998,0.60130000114440918,-1.2858888010183973,13.168981174627945,0.59999999999999998,0.57239997386932373,-1.2964443034595916,1.6930572136684712,0.59999999999999998,0.68620002269744873,1.2794999115996895,-2.1403409540653224,0.59999999999999998,0.43720000982284546,-0.76583339108361148,6.1481166768957083
0.65000000000000002,0.66820001602172852,0.85111108091142462,-3.1432421854984636,0.65000000000000002,0.38130000233650208,0.93449991610315131,5.3144445665824556,0.65000000000000002,0.70789998769760132,0.94027764267391645,-4.5923755216745716,0.65000000000000002,0.34380000829696655,0.21333326896031701,5.4912647899286249,0.65000000000000002,0.32379999756813049,0.26383327113257521,7.8268514831125016,0.65000000000000002,0.5461999773979187,-1.3066665000385711,1.1164207701329854,0.65000000000000002,0.5340999960899353,-1.2386111252837713,4.4858945464646398,0.65000000000000002,0.50789999961853027,-1.1666108833418953,3.8692895828941745,0.65000000000000002,0.75099998712539673,1.1077777544657392,-5.1549069767380971,0.65000000000000002,0.40509998798370361,-0.42072228259510469,7.2973461062819878
0.69999999999999996,0.70690000057220459,0.66361089547475183,-4.2999079473960578,0.69999999999999996,0.44029998779296875,1.1661666962835524,2.8424697341742302,0.69999999999999996,0.75029999017715454,0.66677775647905146,-5.7974373300870283,0.69999999999999996,0.36239999532699585,0.47966657413376707,5.1008025437225513,0.69999999999999996,0.34790000319480896,0.66422214110692346,6.9834258545328067,0.69999999999999996,0.48030000925064087,-1.1973887847529519,3.0573452604405715,0.69999999999999996,0.47409999370574951,-1.1061111258135903,3.6686419060936708,0.69999999999999996,0.45070001482963562,-0.91583333081669283,5.9946592023343248,0.69999999999999996,0.80830001831054688,0.71411119567023384,-6.9294751334337574,0.69999999999999996,0.39239999651908875,-0.014888826343748303,7.8806176137777015
0.75,0.73549997806549072,0.43911099433898904,-5.6111101934939249,0.75,0.5065000057220459,1.2131112317244206,0.3915728794203866,0.75,0.77689999341964722,0.34044441249635465,-6.5063575995557086,0.75,0.39239999651908875,0.72683327727847591,4.5290749106142236,0.75,0.39379999041557312,0.98633324106534292,5.552037602957383,0.75,0.42269998788833618,-0.99399997128380635,4.8240737138706953,0.75,0.41859999299049377,-0.87588889731301167,4.4310495809272465,0.75,0.41029998660087585,-0.53661112984021486,7.3916975822713624,0.75,0.82510000467300415,0.27183337344063646,-5.8520688410894346,0.75,0.40270000696182251,0.40672221117549451,7.5541357199350969
0.80000000000000004,0.75819998979568481,0.080833302603827581,-6.4030547384862535,0.80000000000000004,0.56550002098083496,1.1581109795305464,-1.187841631012194,0.80000000000000004,0.78509998321533203,-0.0070000025961134199,-6.6981788218757252,0.80000000000000004,0.43509998917579651,0.95655555526415503,3.4092297156651843,0.80000000000000004,0.44999998807907104,1.2232777641879189,4.4526243099459926,0.80000000000000004,0.37790000438690186,-0.70533326930469942,6.2737035438602335,0.80000000000000004,0.38859999179840088,-0.66161107685830867,6.2306790348188352,0.80000000000000004,0.39550000429153442,-0.11861100792884827,7.5785185911773167,0.80000000000000004,0.82340002059936523,0.05866666634877523,-3.3700946488498169,0.80000000000000004,0.43509998917579651,0.78111112117767334,6.3247532480292881
0.84999999999999998,0.74269998073577881,-0.26772224240832865,-5.9262959585513606,0.84999999999999998,0.62239998579025269,1.0737775100602047,-2.289259249781384,0.84999999999999998,0.7750999927520752,-0.3387222025129531,-6.6036423599278491,0.84999999999999998,0.49169999361038208,1.100388997130924,1.6121615138318823,0.84999999999999998,0.5185999870300293,1.3867778579394026,5.2511109154165529,0.84999999999999998,0.34929999709129333,-0.35327772299448656,7.2580241862638504,0.84999999999999998,0.3531000018119812,-0.43750001324547672,13.080370233014776,0.84999999999999998,0.40130001306533813,0.25249999430444509,7.0320987039142189,0.84999999999999998,0.82340002059936523,0.001888606283399794,-2.1968219751193199,0.84999999999999998,0.48550000786781311,1.0544444786177742,4.6557715001665532
0.90000000000000002,0.72549998760223389,-0.51500002543131518,-5.2026849745968233,0.90000000000000002,0.67479997873306274,0.93833320670657694,-3.4529299279789885,0.90000000000000002,0.75139999389648438,-0.67061119609408915,-6.289753143066239,0.90000000000000002,0.5503000020980835,1.1253890395164492,-0.37851868956177476,0.90000000000000002,0.59310001134872437,1.440333276987076,14.32857945745373,0.90000000000000002,0.33790001273155212,0.078777786758210941,7.0902152745812019,0.90000000000000002,0.33719998598098755,0.28616666793823237,26.388642053913184,0.90000000000000002,0.42309999465942383,0.57627780569924258,6.4505870235554967,0.90000000000000002,0.82239997386932373,-0.037555793921152748,-3.4703680026678385,0.90000000000000002,0.5437999963760376,1.2421110934681365,2.9075925732836283
0.94999999999999996,0.6930999755859375,-0.77705555491977263,-4.4767589756736017,0.94999999999999996,0.71929997205734253,0.73388894399007165,-4.6807074344452539,0.94999999999999996,0.70819997787475586,-0.99177784389919699,-5.3628071498723635,0.94999999999999996,0.60820001363754272,1.0507778823375702,-2.1396001823890396,0.94999999999999996,0.66689997911453247,2.3462220695283675,26.46040222894996,0.94999999999999996,0.36439999938011169,0.39099992977248293,6.1807405065607126,0.94999999999999996,0.34340000152587891,1.85427779952685,41.807808745422463,0.94999999999999996,0.45820000767707825,0.89638905392752743,5.7341352013158184,0.94999999999999996,0.82959997653961182,-0.27388874027464122,-6.082343291721223,0.94999999999999996,0.61169999837875366,1.3633333974414399,0.66428983836997701
1,0.64649999141693115,-0.99272222982512526,-3.139999407677001,1,0.75099998712539673,0.46116686529583378,-5.7078076365553292,1,0.64999997615814209,-1.2506109807226384,-3.4840414553512744,1,0.65890002250671387,0.89022212558322433,-3.4526552223129023,1,0.7368999719619751,4.0830556882752296,29.08154443642232,1,0.37929999828338623,0.6550555427869158,6.3537348659686073,1,0.37479999661445618,5.7180554999245503,32.200186396086622,1,0.5131000280380249,1.1889444622728556,4.1824666898191696,1,0.80720001459121704,-0.73699987596935657,-6.9369752373960223,1,0.6851000189781189,1.3466665645440414,-2.3431786232524447
1.05,0.5899999737739563,-1.1210555500454369,-1.2069119991343769,1.05,0.76690000295639038,0.14766679869757751,-6.3467596232155215,1.05,0.57719999551773071,-1.3727775381671055,-0.8829631831175111,1.05,0.69819998741149902,0.69099995825025751,-4.4069129835676204,1.05,0.79100000858306885,9.5634445879194399,-38.403488980767172,1.05,0.42440000176429749,0.98872221178478636,8.3370063407921542,1.05,1.0623999834060669,6.8586667544311908,-9.9950281834160393,1.05,0.58270001411437988,1.3567775653468235,1.6912018995226241,1.05,0.75029999017715454,-1.1058332853847075,-5.0189204514026686,1.05,0.75269997119903564,1.1637222435739301,-5.7355224626299703
1.1000000000000001,0.52859997749328613,-1.1178330911530396,0.86478484265597766,1.1000000000000001,0.76719999313354492,-0.19433319568634047,-6.2588592186386265,1.1000000000000001,0.50620001554489136,-1.3378888037469661,1.7348129808166828,1.1000000000000001,0.72960001230239868,0.44994456900490692,-5.245339971633606,1.1000000000000001,2.5618000030517578,0.53749988476435384,-104.76382911941165,1.1000000000000001,0.48379999399185181,1.207500033908421,18.276388253326779,1.1000000000000001,1.2599999904632568,3.8169448739952538,-32.200185080737235,1.1000000000000001,0.65479999780654907,1.3759997321499728,-1.3075917407318345,1.1000000000000001,0.68650001287460327,-1.2713888453112716,-2.1169146085962907,1.1000000000000001,0.8158000111579895,0.70800029569202039,-7.5610792103372999
1.1499999999999999,0.47440001368522644,-1.0152220229307818,2.5568195147278945,1.1499999999999999,0.74690002202987671,-0.52627772092819258,-4.6854036457744641,1.1499999999999999,0.43860000371932983,-1.179166750775444,3.866357025172984,1.1499999999999999,0.74620002508163452,0.14994432528813692,-5.7017911731461011,1.1499999999999999,0.84509998559951782,-8.5129446453518458,-40.282006212222747,1.1499999999999999,0.55070000886917114,2.3177777561876516,31.319442363800835,1.1499999999999999,1.4062000513076782,1.8910002874003531,-17.511579339151059,1.1499999999999999,0.72579997777938843,1.2382776538530995,-4.4461077654067473,1.1499999999999999,0.61820000410079956,-1.2956667608684971,0.56722178871249673,1.1499999999999999,0.82450002431869507,0.235555734899309,-6.0120999169202554
1.2,0.42480000853538513,-0.84694446788893762,3.8477450977137111,1.2,0.71200001239776611,-0.80583357148700252,0.8099370256618329,1.2,0.38339999318122864,-0.91227779785792007,5.1351853726822698,1.2,0.74379998445510864,-0.1420556505521138,-5.6898763794221976,1.2,0.84859997034072876,-3.1984445121553216,25.476729676679366,1.2,0.61820000410079956,4.3330553008450403,34.288393264567318,1.2,1.5276000499725342,-0.70505589246749478,41.55635183424117,1.2,0.78719997406005859,0.9112779961691958,-6.8306143453091801,1.2,0.55239999294281006,-1.1967778205871578,2.8232414965276438,1.2,0.82380002737045288,0.049500068028767906,-3.2309891817010477
1.25,0.38650000095367432,-0.61027786797947314,4.6686416882791599,1.25,0.66649997234344482,-0.66555566257900567,8.1865439628377406,1.25,0.34720000624656677,-0.62661111354827848,5.6037349281487616,1.25,0.7314000129699707,-0.4245000415378144,-5.4498144413953922,1.25,0.81239998340606689,-1.6966666446791756,21.922038081619476,1.25,0.68449997901916504,10.292999611960509,-36.781757591683181,1.25,0.66130000352859497,7.8722770346535507,64.054413654921845,1.25,0.82480001449584961,0.44222252236472209,-6.8090431944087646,1.25,0.49439999461174011,-0.99649992254045205,4.6223151187101967,1.25,0.82380002737045288,-0.0016111135482788086,-2.0651246478528154
1.3,0.36379998922348022,-0.36077775888972802,5.0776854433395195,1.3,0.60170000791549683,-0.029388931062485673,12.419815637447217,1.3,0.32269999384880066,-0.36016666226916821,6.1082412615234434,1.3,0.70139998197555542,-0.6985000107023448,-4.8588889524524639,1.3,0.76819998025894165,-1.0207222236527334,9.1865135011849599,1.3,2.5613999366760254,0.98722219467163053,-107.1208292503415,1.3,2.5734999179840088,11.854388746950354,-20.757527253877921,1.3,0.82410001754760742,0.11211123731401233,-4.448550884370448,1.3,0.44960001111030579,-0.71549996733665433,5.9408942398465641,1.3,0.82380002737045288,-0.052611165576510958,-3.1303401714489785
1.3500000000000001,0.35100001096725464,-0.11077776551246653,5.5128390866297297,1.3500000000000001,0.53649997711181641,2.3642221258746292,-12.423300789094279,1.3500000000000001,0.30820000171661377,-0.03561102681689797,6.8364197365295771,1.3500000000000001,0.66030001640319824,-0.93544448415438408,-3.6830253347202664,1.3500000000000001,0.70889997482299805,-1.2502776748604252,-0.35114043656691257,1.3500000000000001,0.78689998388290405,-8.4083330962393141,-40.034812219716898,1.3500000000000001,2.5569000244140625,3.7162777119212684,-75.95678838314835,1.3500000000000001,0.82410001754760742,0.017833411693572995,-2.4467609362837712,1.3500000000000001,0.42100000381469727,-0.38416677051120357,6.772993486604574,1.3500000000000001,0.82410001754760742,-0.23572226365407314,-5.7260499692257598
1.3999999999999999,0.34929999709129333,0.19688879450162267,5.7230555348926151,1.3999999999999999,1.1930999755859375,-1.1180553668075146,-37.459659300468637,1.3999999999999999,0.3158000111579895,0.34916667474640767,6.9830240566789392,1.3999999999999999,0.60479998588562012,-1.0955557558271629,-1.8661103222841045,1.3999999999999999,0.63999998569488525,-1.3903330763181059,-1.0661418147293074,1.3999999999999999,0.81379997730255127,-2.7088331182797756,28.28984650564794,1.3999999999999999,2.5648999214172363,0.6040554245313009,-67.486911496998374,1.3999999999999999,0.82380002737045288,-0.026444461610582132,-2.5883969333436756,1.3999999999999999,0.40959998965263367,-0.017222281959321777,7.063951674434878,1.3999999999999999,0.81410002708435059,-0.67638897233539197,-7.2266058421429316
1.45,0.37099999189376831,0.49761106570561714,5.2029333272833824,1.45,0.42070001363754272,-4.5019442836443551,-9.0518224110573851,1.45,0.34409999847412109,0.71233332157134976,6.0773451295163818,1.45,0.54579997062683105,-1.1370554897520273,0.28095856124973123,1.45,0.56510001420974731,-1.4190553790993155,0.52697329241553426,1.45,0.81929999589920044,-1.0620552632543774,23.207128912578408,1.45,2.5717999935150146,-1.9958888159857857,-62.835212769331697,1.45,0.82410001754760742,-0.1364445686340332,-4.7861125550152304,1.45,0.41929998993873596,0.34827788670857734,6.7414204739494039,1.45,0.75620001554489136,-1.1143891016642249,-5.6573147483077966
1.5,0.40239998698234558,0.73350010646714059,4.2334578471419233,1.5,0.38240000605583191,-1.8606112069553786,18.888733011704868,1.5,0.39070001244544983,0.99244438939624302,4.3623146083619835,1.5,0.4862000048160553,-1.0603332022825869,2.2591051128175521,1.5,0.49380001425743103,-1.3368334207269872,2.6478069248022837,1.5,0.80720001459121704,-0.39994425243801518,8.4175590195773609,1.5,2.5627999305725098,-6.5697775284449209,-40.353082966657297,1.5,0.82410001754760742,-0.50988912582397428,-6.8463886041700057,1.5,0.44620001316070557,0.67577785915798572,5.9383634063932602,1.5,0.68959999084472656,-1.3050556513998235,-2.5671283863944763
1.55,0.44510000944137573,0.93288901779386701,2.9201847535592602,1.55,0.35409998893737793,-0.80377789007292832,17.226142325886958,1.55,0.44859999418258667,1.1534998979833386,2.4447850883007121,1.55,0.43549999594688416,-0.88349999652968469,3.6382404374487525,1.55,0.42719998955726624,-1.1483889818191524,4.6049694864102255,1.55,0.77960002422332764,-0.74027783340877917,-2.578768364073321,1.55,1.6466000080108643,-6.9221660825941269,-6.1784254547990889,1.55,0.77719998359680176,-0.9623890452914764,-6.1890096116213202,1.55,0.48890000581741333,0.95277769698037007,4.7861722332459964,1.55,0.62000000476837158,-1.3441666298442412,0.30364232298767541
1.6000000000000001,0.49930000305175781,1.0440000726117036,1.2614794903331401,1.6000000000000001,0.3416999876499176,-0.13566666179233136,11.485217309292452,1.6000000000000001,0.50959998369216919,1.2222223646110966,0.74395156568951804,1.6000000000000001,0.39649999141693115,-0.66561104522811088,4.3607404938450545,1.6000000000000001,0.37479999661445618,-0.85933327674865778,6.1626241714866055,1.6000000000000001,0.73100000619888306,-1.0241113437546632,-3.9566982583499328,1.6000000000000001,1.7307000160217285,-4.7691662775145645,-9.0349731070024646,1.6000000000000001,0.71649998426437378,-1.2112220128377287,-3.6905844270447226,1.6000000000000001,0.54339998960494995,1.17122221324179,3.1862347398275279,1.6000000000000001,0.55070000886917114,-1.25244450238016,2.7216968896948206
1.6499999999999999,0.55440002679824829,1.0506109562185084,-0.26262531309952547,1.6499999999999999,0.34099999070167542,0.13327788975503715,7.1952782111403399,1.6499999999999999,0.57270002365112305,1.2268890109327113,-0.90765559378966076,1.6499999999999999,0.36930000782012939,-0.4408888518810275,4.8740423203986412,1.6499999999999999,0.3393000066280365,-0.51322218444612333,7.2396604091297023,1.6499999999999999,0.67269998788833618,-1.2068890531857817,-2.7162942805407901,1.6499999999999999,1.5607000589370728,-8.4631111224492468,0.38684722450044501,1.6499999999999999,0.65030002593994141,-1.3178331322140171,-1.0766373004442304,1.6499999999999999,0.6096000075340271,1.2990555829472019,0.93614167453329455,1.6499999999999999,0.49099999666213989,-1.0603890154096824,4.7428395001240808
1.7,0.60619997978210449,0.99972198406855239,-1.4957092610406368,1.7,0.35170000791549683,0.45883339312341459,6.161635148304474,1.7,0.63620001077651978,1.1381109886699248,-2.614167930535336,1.7,0.35130000114440918,-0.18772229552268974,5.4642895121633268,1.7,0.32129999995231628,-0.11638888054423857,7.7979008356730128,1.7,0.60689997673034668,-1.2986109819677134,-0.78320797578787182,1.7,0.62720000743865967,-7.3209447330898669,49.530338192427621,1.7,0.58130002021789551,-1.3105000886652198,1.4449666863606387,1.7,0.67890000343322754,1.2865554624133633,-1.827191211927093,1.7,0.44029998779296875,-0.76533339089817431,6.346266192418561
1.75,0.65509998798370361,0.9101110696792597,-2.8522817073044955,1.75,0.38650000095367432,0.77961105439397971,4.9565122543293727,1.75,0.6906999945640564,0.95394432544708196,-4.0786413314901742,1.75,0.3481999933719635,0.11094437705145936,5.8586732196955005,1.75,0.32690000534057617,0.29583333267105932,7.6549376602526022,1.75,0.53890001773834229,-1.2886109617021342,1.2215118165369365,1.75,0.56720000505447388,-2.1368334359592853,76.140402570182815,1.75,0.51440000534057617,-1.1786668664879261,3.9217896299597625,1.75,0.74309998750686646,1.1346666349305039,-4.7816341397938862,1.75,0.4106999933719635,-0.38850001162952824,7.1228095778712479
1.8,0.70139998197555542,0.72761118412017789,-4.3740410955599733,1.8,0.43509998917579651,0.99022224545478787,3.2118527977554963,1.8,0.73339998722076416,0.71433342165417102,-5.2018515213772041,1.8,0.36129999160766602,0.42861110634273936,5.5888280272483852,1.8,0.35240000486373901,0.67538880639606014,6.8640739185574651,1.8,0.47380000352859497,-1.1737778286139167,3.1504310759497183,1.8,0.49889999628067017,2.7365556359291054,57.982654271670327,1.8,0.45719999074935913,-0.90550012058681872,5.9926865461431804,1.8,0.80239999294281006,0.7771668169233531,-6.7966340316666409,1.8,0.40239998698234558,-0.018944409158494737,7.1462973124451095
